ID	BW56	GENERATION	SEX
123502	723	2	1
221609	691	9	2
95102	503	2	2
534808	262	8	2
562708	329	8	2
386910	494	10	2
527608	292	8	2
520308	187	8	1
319503	928	3	1
222609	916	9	1
630505	639	5	2
333704	519	4	2
73602	134	2	2
74502	654	2	1
862806	621	6	2
865106	868	6	2
633505	538	5	2
534608	392	8	1
169014	728	14	1
141902	853	2	1
559508	468	8	1
127413	612	13	1
310015	706	15	2
843706	720	6	2
78102	638	2	1
169714	867	14	1
48402	535	2	2
385710	412	10	2
134213	595	13	1
117717	621	17	2
287915	582	15	1
124902	631	2	1
103102	832	2	1
633411	602	11	1
88802	607	2	2
305815	643	15	1
548808	344	8	2
78502	337	2	1
319615	732	15	1
279315	519	15	2
338003	840	3	1
253115	253	15	2
67902	623	2	2
319103	825	3	2
255515	728	15	1
119702	781	2	1
325915	701	15	2
730116	363	16	2
155914	610	14	2
50802	185	2	2
318603	614	3	2
271415	504	15	2
522108	450	8	1
65402	648	2	1
255815	671	15	1
120402	654	2	1
912807	965	7	1
359703	745	3	1
272015	390	15	2
279615	489	15	1
350103	781	3	2
90502	823	2	1
112102	548	2	2
96902	1053	2	1
281515	779	15	1
51102	706	2	2
276815	555	15	2
309915	656	15	2
70402	203	2	2
102502	653	2	1
328815	625	15	1
247115	458	15	2
251315	629	15	1
281615	762	15	1
325515	870	15	1
609605	535	5	2
158814	342	14	2
541808	287	8	2
235015	438	15	1
332403	610	3	2
80002	523	2	1
331804	905	4	1
310415	770	15	1
289215	638	15	1
145714	986	14	1
135302	591	2	2
343604	604	4	1
50502	704	2	2
731616	730	16	2
116902	889	2	1
118102	730	2	1
122002	525	2	2
320403	914	3	1
202418	625	18	1
295315	731	15	1
51202	688	2	1
325503	858	3	2
340203	857	3	1
557408	467	8	2
317903	513	3	2
330003	683	3	2
908307	819	7	1
721716	398	16	2
104002	789	2	2
337303	724	3	1
379410	485	10	1
377804	750	4	1
327915	628	15	2
166114	600	14	2
61002	652	2	2
374410	704	10	1
282915	474	15	2
62202	721	2	1
330015	673	15	1
133113	775	13	1
316115	545	15	2
248915	366	15	1
626005	620	5	2
334715	679	15	1
288815	745	15	1
64902	587	2	1
284715	406	15	2
291115	370	15	2
313015	618	15	1
719216	508	16	1
112702	785	2	1
316315	584	15	2
855406	722	6	2
61102	577	2	2
377210	842	10	1
732916	1054	16	1
529308	454	8	1
327103	613	3	2
284915	436	15	2
722116	828	16	1
192018	632	18	1
352603	514	3	2
327104	450	4	2
116917	470	17	2
529108	439	8	2
360003	678	3	2
533108	286	8	2
85602	606	2	2
737316	460	16	1
260315	848	15	1
528808	356	8	2
639311	737	11	1
195218	465	18	1
338603	549	3	1
859506	810	6	2
273215	499	15	2
315203	676	3	2
101502	636	2	1
95002	648	2	2
542808	310	8	1
345703	567	3	2
77302	610	2	1
94802	474	2	2
634411	318	11	2
162114	1325	14	1
639805	698	5	2
336203	903	3	1
719916	818	16	1
355803	490	3	2
323915	702	15	2
84202	704	2	2
916207	666	7	1
89402	958	2	1
551108	397	8	2
84502	655	2	2
322703	841	3	1
900807	954	7	1
130417	504	17	2
237015	580	15	1
325815	539	15	2
139902	925	2	1
74002	761	2	2
348003	362	3	2
57902	667	2	2
561608	289	8	1
361204	653	4	1
190618	581	18	2
168314	574	14	2
137513	525	13	2
340103	929	3	1
72002	304	2	2
348303	709	3	1
560408	267	8	1
840106	920	6	1
380510	689	10	2
311815	429	15	2
98502	768	2	2
125102	474	2	1
297915	569	15	2
866106	817	6	1
556908	491	8	1
551508	507	8	1
109802	957	2	1
858206	760	6	2
148814	678	14	2
97902	309	2	1
912407	800	7	1
734716	853	16	2
358403	1000	3	1
147102	680	2	2
632505	802	5	1
633211	312	11	2
329303	666	3	2
51602	432	2	1
332915	480	15	2
863606	817	6	1
44302	328	2	2
520508	208	8	2
628911	736	11	2
44402	566	2	2
539408	405	8	2
69002	463	2	2
133602	502	2	2
277715	631	15	2
191518	512	18	2
331815	619	15	2
322303	738	3	1
37202	312	2	2
293615	603	15	2
92702	683	2	1
532808	356	8	2
275415	651	15	2
156814	754	14	1
315403	514	3	2
94202	512	2	2
622911	711	11	1
148514	890	14	1
96102	623	2	1
376704	777	4	1
909607	1045	7	1
317315	426	15	2
719316	665	16	2
319715	424	15	2
61502	297	2	2
550308	445	8	2
225609	611	9	1
299818	575	18	2
355403	699	3	2
39902	820	2	1
89902	681	2	2
331003	602	3	2
379210	822	10	1
328403	603	3	2
251815	612	15	1
379510	706	10	1
215709	608	9	1
358303	844	3	1
540208	247	8	1
547008	454	8	2
97002	619	2	2
52402	649	2	2
129013	975	13	1
628711	397	11	2
132302	563	2	2
913807	754	7	2
37402	858	2	1
171214	1013	14	1
129413	887	13	1
308015	840	15	1
51302	725	2	1
721016	732	16	1
52102	1014	2	1
49702	532	2	2
138313	757	13	1
106402	833	2	2
629505	780	5	1
233115	734	15	1
722016	705	16	2
120202	668	2	2
298915	655	15	2
59102	687	2	2
40002	646	2	1
108702	640	2	2
851106	716	6	1
438410	656	10	2
561108	165	8	1
626511	465	11	2
218809	808	9	2
344003	666	3	2
283415	501	15	2
558708	513	8	2
60502	795	2	1
248315	415	15	1
190718	747	18	1
329403	828	3	1
252515	561	15	2
54502	802	2	2
324015	494	15	2
637111	393	11	2
271715	522	15	1
35002	896	2	1
861206	787	6	1
80802	855	2	1
547308	328	8	1
133913	840	13	1
125402	753	2	1
320603	738	3	2
297815	729	15	1
318315	395	15	2
141602	856	2	2
328415	755	15	1
323715	741	15	1
727916	723	16	2
279115	598	15	2
242215	367	15	2
251715	707	15	2
60002	550	2	2
319703	612	3	2
361304	584	4	2
81202	707	2	2
66202	534	2	2
91602	644	2	1
120702	692	2	1
339603	538	3	2
630805	813	5	1
95302	636	2	2
327815	599	15	2
556608	616	8	2
340003	932	3	1
93202	489	2	2
140102	572	2	2
637311	302	11	1
59802	727	2	1
37002	680	2	1
118902	609	2	1
324803	754	3	1
301315	689	15	2
41302	471	2	1
345803	550	3	2
114102	287	2	2
89502	903	2	1
104802	148	2	2
218309	636	9	2
731216	666	16	2
609005	551	5	1
285415	524	15	1
520208	251	8	1
60402	296	2	2
740316	1006	16	1
127113	542	13	2
350003	601	3	2
111202	754	2	1
628011	730	11	2
165214	800	14	1
249915	551	15	2
333103	612	3	2
360203	1088	3	1
333203	567	3	1
858906	1064	6	1
300715	705	15	2
853106	771	6	1
318103	812	3	2
723916	687	16	1
517408	361	8	2
230009	715	9	2
614205	762	5	1
67602	616	2	2
438010	670	10	1
43902	523	2	2
243415	583	15	2
114617	444	17	2
531308	218	8	2
249115	348	15	2
547708	354	8	2
331715	614	15	2
861906	598	6	2
247415	551	15	2
108002	421	2	2
311915	505	15	2
156314	575	14	2
276315	355	15	2
107902	921	2	1
539108	285	8	1
346503	820	3	1
247815	591	15	2
306515	534	15	2
249715	552	15	1
59202	699	2	2
328615	626	15	2
296215	657	15	2
534508	205	8	2
228109	806	9	2
516808	458	8	1
247915	793	15	1
271215	612	15	1
347603	547	3	2
852506	717	6	2
625711	599	11	1
99302	727	2	2
51402	942	2	1
286315	126	15	2
916007	1067	7	1
82802	293	2	2
550908	540	8	2
303915	493	15	2
115902	411	2	2
143002	621	2	2
85902	378	2	1
313115	608	15	2
321003	728	3	1
306315	449	15	2
81002	678	2	2
128717	860	17	2
109202	534	2	2
386210	470	10	2
40702	742	2	1
292815	668	15	2
635111	277	11	2
79202	800	2	1
59702	548	2	2
257215	804	15	1
133102	848	2	1
319603	949	3	1
550808	709	8	1
329115	655	15	1
311515	384	15	2
127913	640	13	1
152314	772	14	1
294315	753	15	1
276415	507	15	2
318115	303	15	1
111302	868	2	1
297918	406	18	1
910007	569	7	1
128013	362	13	2
317503	668	3	2
49102	594	2	1
321015	588	15	1
57102	728	2	1
260515	522	15	2
294915	520	15	2
71702	531	2	2
347803	698	3	1
338403	529	3	2
136413	854	13	2
377710	416	10	1
307215	589	15	1
357904	357	4	2
615205	752	5	1
127402	675	2	1
852906	966	6	1
136402	829	2	1
373110	576	10	1
254415	547	15	2
131213	716	13	1
295415	503	15	2
312715	666	15	1
79802	366	2	2
359303	593	3	1
354103	698	3	1
125202	201	2	1
291615	551	15	2
125302	566	2	1
637505	856	5	1
222509	785	9	2
216509	689	9	1
338803	746	3	2
517708	458	8	2
364704	1001	4	1
63502	523	2	2
636005	577	5	2
46102	536	2	2
517908	300	8	1
550408	452	8	2
45602	604	2	1
50402	558	2	1
52202	538	2	1
301515	741	15	1
40402	679	2	1
327803	977	3	1
316715	431	15	2
286415	464	15	1
302815	597	15	2
516708	400	8	1
293218	515	18	1
128117	382	17	2
905007	529	7	1
368704	438	4	2
248215	737	15	1
141202	593	2	2
96802	804	2	1
294815	501	15	2
234515	497	15	1
129513	715	13	2
345203	656	3	2
735416	690	16	1
143202	959	2	1
317015	627	15	1
299615	358	15	2
56702	487	2	2
70302	141	2	2
627811	580	11	1
45502	404	2	2
367704	538	4	2
377010	734	10	2
520908	327	8	2
326915	226	15	1
81602	757	2	1
93302	782	2	2
321615	455	15	1
140302	604	2	2
356603	587	3	2
82302	922	2	1
334415	753	15	1
549208	342	8	2
53102	527	2	2
329103	946	3	1
325403	794	3	2
143502	901	2	2
96602	779	2	2
80902	716	2	1
138602	739	2	2
318903	620	3	2
287315	822	15	1
380610	778	10	1
726416	645	16	1
136013	490	13	2
341803	728	3	1
326803	730	3	1
279415	853	15	1
118502	594	2	2
540008	400	8	2
634511	912	11	1
346403	914	3	1
375610	568	10	2
622111	680	11	1
97802	612	2	2
324215	814	15	1
65602	506	2	2
637711	608	11	1
293315	713	15	2
68102	515	2	2
315215	514	15	2
73702	710	2	2
320703	1070	3	1
38502	533	2	2
133817	360	17	2
323115	581	15	2
903907	632	7	1
127713	825	13	1
845506	403	6	2
345003	823	3	2
849706	966	6	2
556308	381	8	2
611005	732	5	1
634905	523	5	2
98002	703	2	1
357803	718	3	2
342003	598	3	2
326903	494	3	2
311715	541	15	2
326415	543	15	1
720716	562	16	2
52002	613	2	1
138902	513	2	1
256915	692	15	1
336103	546	3	2
631311	327	11	2
349803	635	3	2
315503	546	3	2
281315	514	15	2
622705	426	5	2
346603	491	3	2
279715	466	15	2
62502	336	2	1
76902	472	2	1
522208	380	8	2
358703	579	3	2
311115	561	15	2
626105	850	5	1
244815	520	15	1
163514	780	14	2
532008	627	8	1
304415	659	15	1
133213	924	13	1
123417	508	17	2
158014	470	14	2
125902	658	2	2
135213	420	13	2
87602	891	2	2
331315	536	15	2
274515	455	15	1
906407	861	7	1
98902	604	2	1
122802	522	2	1
348503	651	3	2
41902	670	2	1
611105	534	5	2
629705	749	5	1
216709	548	9	2
531408	552	8	1
135202	586	2	2
728816	713	16	1
219809	1034	9	1
376010	605	10	1
323515	739	15	1
127502	494	2	1
557608	422	8	2
259615	597	15	1
295715	507	15	1
559008	624	8	1
623905	958	5	1
48202	657	2	1
261115	731	15	1
107702	555	2	2
379710	411	10	2
851806	634	6	1
541908	281	8	1
338503	623	3	2
317303	779	3	2
275615	840	15	1
88002	777	2	1
292615	483	15	2
558908	561	8	2
118417	703	17	2
286915	641	15	1
542008	225	8	2
335204	667	4	1
338703	673	3	1
554908	310	8	2
343504	475	4	2
219009	763	9	2
111002	635	2	1
138813	350	13	2
280915	445	15	1
166714	842	14	1
284015	626	15	1
94002	768	2	1
124602	652	2	2
529908	381	8	1
298515	560	15	1
528308	377	8	2
323903	695	3	1
286715	222	15	2
258915	544	15	1
201318	407	18	2
84302	853	2	1
190018	367	18	1
556408	557	8	2
317915	474	15	1
368004	530	4	2
271115	609	15	2
555708	450	8	2
347103	714	3	1
243115	504	15	2
300918	506	18	2
307915	742	15	1
559408	306	8	2
135102	509	2	2
520008	95	8	2
113102	532	2	2
82902	416	2	2
63002	600	2	2
168014	634	14	1
53302	951	2	1
733116	730	16	2
218909	1020	9	1
112902	524	2	1
119102	675	2	2
63902	503	2	1
189718	757	18	1
275915	774	15	1
310515	492	15	2
521808	400	8	2
337403	840	3	1
138302	632	2	2
194918	492	18	1
35602	627	2	1
155614	742	14	1
44702	560	2	2
318403	688	3	2
322603	770	3	2
82002	493	2	1
222409	454	9	2
196418	495	18	1
96202	491	2	2
95202	710	2	2
286215	146	15	2
62002	323	2	2
634711	980	11	1
358203	640	3	1
297215	500	15	2
630411	542	11	1
629511	460	11	2
301415	607	15	2
631205	914	5	1
130713	842	13	1
254915	795	15	1
529508	344	8	2
134313	690	13	2
322115	540	15	2
142902	752	2	2
89102	580	2	2
287015	556	15	2
320203	655	3	2
149414	651	14	1
286815	879	15	1
116402	561	2	2
119402	261	2	2
331303	1237	3	1
386410	649	10	1
353103	690	3	1
252115	737	15	1
561408	528	8	2
343103	568	3	2
132713	585	13	2
259815	631	15	1
59302	532	2	2
620005	1163	5	1
81402	462	2	2
140202	769	2	2
227909	817	9	1
217809	524	9	2
272415	518	15	1
320903	738	3	2
334003	930	3	1
327215	605	15	2
156714	678	14	1
250115	797	15	1
639205	441	5	2
259415	798	15	1
733616	551	16	2
250215	416	15	2
296715	549	15	2
365904	572	4	2
114402	705	2	1
310915	470	15	2
52702	862	2	1
40902	574	2	2
91402	809	2	1
190218	595	18	1
355303	666	3	2
242715	551	15	1
124317	243	17	2
341603	758	3	1
640311	680	11	2
331004	429	4	2
352003	642	3	1
353403	526	3	2
127017	523	17	2
431510	1197	10	1
553308	575	8	2
44102	328	2	2
727316	755	16	1
562808	522	8	1
145402	871	2	1
62102	552	2	1
62702	371	2	2
261715	586	15	1
846906	701	6	2
39002	999	2	2
318303	520	3	2
539508	362	8	1
68302	789	2	1
156514	692	14	2
246415	367	15	2
299015	622	15	2
298418	510	18	1
97602	958	2	1
626605	978	5	2
622605	436	5	2
354803	621	3	2
518808	98	8	1
120802	703	2	2
333803	653	3	1
326204	729	4	1
377604	538	4	2
352704	457	4	2
101402	590	2	1
225509	639	9	2
719416	655	16	1
315603	738	3	1
373910	518	10	2
528708	275	8	2
312415	520	15	2
330703	754	3	2
273115	504	15	2
541608	441	8	2
333603	729	3	2
619205	327	5	2
318715	597	15	1
334115	516	15	2
109002	894	2	1
40602	609	2	1
343203	937	3	1
41402	571	2	2
297715	532	15	2
248515	553	15	2
98102	549	2	2
150314	806	14	2
192718	671	18	1
164314	654	14	1
155514	904	14	1
144902	839	2	1
72302	262	2	2
53002	582	2	1
640611	815	11	1
628405	458	5	2
226609	1015	9	1
51902	406	2	2
364204	586	4	1
532308	446	8	2
352703	900	3	1
201218	725	18	2
338304	473	4	1
331015	609	15	1
848706	741	6	1
81902	684	2	2
281915	623	15	2
233315	616	15	2
615005	434	5	1
560508	412	8	2
89202	587	2	2
36102	974	2	1
134302	680	2	2
844406	612	6	2
169214	648	14	1
718716	300	16	2
294418	636	18	1
732116	787	16	1
67102	931	2	1
102202	208	2	1
327603	581	3	2
429710	761	10	2
201618	336	18	2
625911	295	11	2
549808	250	8	2
279915	791	15	1
638211	535	11	2
135413	604	13	1
89002	658	2	2
343003	595	3	2
220009	687	9	2
632705	770	5	2
534408	358	8	1
132513	762	13	2
520108	206	8	2
60602	630	2	2
386510	812	10	1
198418	426	18	2
110602	645	2	1
293215	541	15	2
848806	471	6	2
318203	818	3	1
325903	772	3	1
298115	647	15	1
35402	824	2	1
728716	460	16	2
317403	731	3	2
232009	508	9	2
116017	552	17	2
123902	635	2	1
123102	1006	2	1
96402	820	2	1
330304	542	4	1
382210	347	10	2
287415	649	15	2
378804	776	4	1
317715	438	15	2
293718	800	18	2
319015	734	15	1
139302	645	2	2
521708	480	8	1
87002	545	2	2
319403	521	3	2
86702	623	2	1
256715	671	15	1
323203	885	3	1
740716	516	16	2
858406	804	6	1
274715	559	15	2
99002	457	2	1
333703	340	3	2
239615	651	15	1
322103	934	3	1
530508	271	8	1
330604	461	4	2
438310	797	10	1
333503	800	3	1
99402	813	2	2
313715	647	15	2
257515	824	15	1
137702	798	2	2
291215	584	15	2
315303	562	3	2
324415	567	15	2
434810	936	10	1
549908	298	8	2
637405	828	5	1
331903	887	3	1
279515	556	15	2
125802	481	2	2
292015	639	15	2
359403	1075	3	1
358304	436	4	2
97202	641	2	2
555308	606	8	1
77002	671	2	2
315115	490	15	2
330903	1076	3	1
71402	607	2	2
721616	772	16	1
304218	842	18	1
302515	391	15	2
127613	675	13	1
132202	483	2	1
342203	701	3	1
294318	485	18	2
131713	610	13	1
322815	626	15	1
261315	661	15	1
540408	285	8	1
635811	401	11	2
616405	479	5	2
639211	707	11	2
319803	711	3	2
630511	448	11	1
251615	712	15	2
910607	930	7	1
530008	147	8	2
78302	1077	2	1
249415	894	15	1
533208	443	8	2
339103	683	3	2
547508	562	8	2
288715	554	15	2
48502	371	2	2
310615	383	15	2
311015	383	15	2
38302	621	2	1
274215	698	15	1
304015	580	15	2
335303	714	3	2
74102	852	2	1
305015	494	15	1
131413	625	13	2
193418	460	18	1
98602	939	2	1
194618	725	18	2
332303	757	3	1
103602	690	2	2
79402	747	2	1
517308	389	8	2
324703	414	3	2
356303	695	3	2
57602	543	2	2
260815	610	15	1
327503	535	3	1
162814	966	14	2
863206	951	6	1
532908	470	8	1
137413	254	13	2
737816	605	16	1
329503	761	3	2
228809	510	9	2
519708	248	8	2
861706	803	6	1
297218	513	18	1
234115	570	15	2
737016	680	16	1
342903	514	3	2
50902	698	2	2
85502	864	2	1
254615	596	15	1
298815	553	15	1
549108	420	8	2
243015	307	15	2
201518	665	18	1
35802	779	2	1
518008	349	8	1
351604	577	4	2
727116	685	16	2
741716	727	16	2
67802	546	2	2
143702	602	2	2
550708	478	8	1
135602	576	2	2
352803	691	3	1
303418	832	18	1
542408	305	8	2
528608	400	8	1
622311	252	11	2
192518	605	18	2
93402	699	2	1
626205	703	5	2
110902	967	2	1
255315	570	15	2
56602	819	2	2
154014	684	14	2
119802	992	2	1
320515	808	15	1
274415	582	15	1
274015	449	15	2
39602	769	2	1
859606	1117	6	1
49802	574	2	2
299215	847	15	1
256415	874	15	1
373210	698	10	1
134813	242	13	2
285215	378	15	1
327903	541	3	2
726316	634	16	1
112402	574	2	2
124917	482	17	2
339704	442	4	2
277215	497	15	2
528508	243	8	2
912507	732	7	1
258215	624	15	1
272715	280	15	2
531108	454	8	1
348403	1016	3	1
344303	937	3	1
853706	517	6	2
332103	846	3	2
550108	193	8	2
554808	435	8	2
118002	857	2	1
293715	949	15	1
340703	1016	3	1
529208	355	8	2
912907	850	7	1
191718	452	18	1
133713	185	13	2
330215	507	15	2
332515	542	15	2
308915	664	15	2
335403	571	3	2
96702	846	2	1
290015	572	15	2
68902	694	2	1
635411	417	11	2
348204	558	4	2
326315	481	15	2
722816	526	16	2
637805	492	5	2
91702	303	2	2
234815	562	15	2
130513	967	13	1
161714	1254	14	1
620605	579	5	1
145302	777	2	2
308415	646	15	2
294715	557	15	1
305515	623	15	2
308018	502	18	1
101002	983	2	1
731016	834	16	1
326503	948	3	1
347503	810	3	1
110102	499	2	2
147514	662	14	1
632405	558	5	1
384510	565	10	2
90702	549	2	2
374510	777	10	1
626805	500	5	2
326603	910	3	1
547408	287	8	2
61302	761	2	1
328803	938	3	1
192818	340	18	2
304615	751	15	1
58002	582	2	1
68802	750	2	2
275515	548	15	2
427210	461	10	1
333003	650	3	2
349003	572	3	2
35702	706	2	2
739916	687	16	2
60202	724	2	1
902807	635	7	1
360903	606	3	2
335703	308	3	2
527708	313	8	2
121602	809	2	1
83702	337	2	1
343603	910	3	1
153814	426	14	2
195518	555	18	1
350604	455	4	2
251015	581	15	2
140402	971	2	1
341003	669	3	2
622305	664	5	2
358903	670	3	2
252615	733	15	2
733716	628	16	1
534108	331	8	2
318015	390	15	2
132217	790	17	2
50302	572	2	2
640811	610	11	2
115417	385	17	2
356703	462	3	2
340803	604	3	1
301615	576	15	2
550508	371	8	1
46202	553	2	1
549408	541	8	1
550208	209	8	2
321503	651	3	2
283015	697	15	1
856706	570	6	2
289315	557	15	2
847806	536	6	2
114902	670	2	1
632005	486	5	1
842506	816	6	1
638305	690	5	1
86602	874	2	1
196018	626	18	1
356003	622	3	1
87102	561	2	2
328903	366	3	2
225709	505	9	2
77702	279	2	1
558608	650	8	1
52802	812	2	1
76002	548	2	2
64302	573	2	2
112802	517	2	1
217609	715	9	1
384710	467	10	1
323703	614	3	2
316303	914	3	1
198718	456	18	2
540308	313	8	2
41802	523	2	1
57002	644	2	2
113002	529	2	2
81102	678	2	2
57502	621	2	2
619305	742	5	1
242915	563	15	1
608905	551	5	2
855306	967	6	1
344803	760	3	2
628311	608	11	1
276915	876	15	1
197118	565	18	2
306015	294	15	2
312215	654	15	1
134402	722	2	2
93702	360	2	1
429810	899	10	2
353803	640	3	1
633811	665	11	1
94602	591	2	2
849406	936	6	1
80202	714	2	1
321315	725	15	1
610205	808	5	1
75902	757	2	1
120602	670	2	1
324903	645	3	1
126813	442	13	2
116202	757	2	1
321215	178	15	1
324815	556	15	2
315715	602	15	2
329003	819	3	1
529008	252	8	2
555208	333	8	1
142402	575	2	2
96302	1001	2	1
111702	302	2	2
58302	687	2	2
319003	901	3	1
721216	812	16	1
904207	462	7	2
299315	478	15	1
314315	899	15	1
353203	722	3	1
104302	732	2	1
53602	565	2	1
321915	488	15	2
723816	987	16	2
250315	602	15	1
366304	638	4	1
108902	502	2	2
133117	581	17	2
730816	691	16	2
100502	268	2	2
337104	414	4	1
247015	515	15	2
133013	654	13	2
144502	487	2	1
63302	1054	2	1
55002	796	2	1
301915	507	15	2
189318	774	18	1
357604	602	4	1
282315	600	15	2
355103	829	3	1
49302	844	2	1
381510	490	10	2
148414	800	14	1
741816	965	16	1
731516	837	16	1
60902	689	2	1
325015	635	15	1
93602	638	2	1
323103	596	3	2
547608	282	8	2
233915	755	15	1
301618	495	18	2
104202	627	2	2
561808	398	8	2
238415	345	15	1
352403	511	3	1
105102	229	2	2
291415	476	15	2
350603	667	3	1
297315	753	15	1
333115	487	15	2
47902	209	2	2
150214	555	14	2
151014	594	14	2
200918	117	18	2
637905	457	5	1
109402	655	2	1
328115	614	15	2
132813	945	13	1
324915	819	15	1
901607	568	7	1
331115	397	15	1
315803	758	3	2
280515	413	15	2
561208	346	8	2
128102	666	2	2
123702	665	2	1
272615	349	15	1
556708	730	8	1
321903	632	3	2
627505	708	5	1
220709	914	9	1
136102	801	2	1
130217	392	17	2
297615	367	15	1
61902	344	2	2
549508	192	8	1
377810	620	10	1
129113	396	13	2
342403	640	3	2
866506	967	6	1
534008	451	8	1
54102	541	2	1
57702	726	2	2
251515	345	15	2
337803	468	3	1
325103	477	3	2
530808	361	8	2
302215	789	15	1
248415	929	15	1
38702	578	2	2
314915	354	15	2
63402	559	2	2
307315	716	15	1
53402	770	2	2
623811	657	11	2
340504	544	4	2
289515	636	15	2
307415	538	15	2
556208	512	8	1
230609	501	9	2
841906	565	6	2
326015	748	15	1
318703	871	3	1
722916	488	16	2
335404	548	4	2
333615	605	15	1
332203	816	3	2
297415	796	15	1
35502	694	2	1
302915	493	15	2
347703	485	3	2
245015	213	15	2
551008	384	8	1
346704	587	4	2
123302	498	2	2
143602	782	2	1
109602	455	2	2
238515	642	15	2
737516	520	16	2
133917	405	17	2
140802	639	2	2
278715	642	15	2
532608	208	8	1
273415	266	15	2
134913	654	13	1
438110	685	10	1
331704	540	4	2
431110	704	10	2
301318	528	18	2
372504	799	4	1
561508	256	8	2
629911	665	11	1
639611	658	11	2
271615	728	15	1
273615	652	15	1
323003	868	3	1
224109	535	9	2
626911	824	11	1
338103	541	3	1
71502	542	2	2
553008	444	8	1
639305	699	5	1
320415	809	15	1
140702	602	2	2
316603	705	3	1
235915	506	15	2
548608	342	8	2
735016	842	16	1
133202	520	2	2
331403	878	3	2
95802	912	2	1
367804	789	4	1
631411	585	11	1
88402	551	2	2
103702	561	2	1
132613	512	13	2
299918	403	18	2
350203	781	3	2
315415	688	15	1
102802	670	2	1
153914	785	14	1
70202	737	2	2
148314	802	14	1
539308	494	8	2
38102	150	2	2
142602	481	2	2
303415	496	15	2
228609	654	9	1
356004	468	4	2
284615	317	15	2
374304	625	4	1
94302	644	2	2
137102	691	2	1
121302	651	2	2
60302	937	2	1
346203	828	3	2
66802	372	2	2
86902	697	2	2
246315	686	15	1
320915	753	15	1
61402	475	2	2
551908	370	8	2
559708	423	8	1
290515	524	15	2
351703	634	3	1
522008	375	8	1
35902	665	2	2
53202	480	2	2
354504	750	4	2
320015	816	15	1
633611	570	11	2
339703	536	3	2
311215	487	15	2
276215	694	15	1
69302	687	2	1
227809	920	9	1
50002	798	2	1
79102	938	2	1
303615	758	15	1
132502	639	2	2
288215	783	15	1
285515	545	15	2
248715	723	15	1
150414	774	14	1
44602	531	2	2
549708	411	8	1
142002	928	2	1
321803	589	3	1
246015	570	15	2
342703	686	3	2
138917	578	17	2
304515	548	15	2
331515	739	15	1
328703	441	3	2
307015	423	15	2
329715	706	15	1
314515	534	15	2
339303	901	3	1
616005	453	5	2
78402	728	2	1
843306	640	6	2
55802	881	2	1
44202	505	2	1
330303	601	3	2
636611	521	11	1
35302	651	2	1
318515	455	15	2
99502	862	2	1
617805	749	5	1
55502	927	2	1
65902	456	2	1
305715	864	15	1
909707	659	7	1
38802	662	2	1
296015	591	15	2
555608	473	8	2
122717	502	17	2
346703	432	3	2
220409	1061	9	1
260915	736	15	1
156414	708	14	1
137917	405	17	2
127513	430	13	2
385810	576	10	2
901907	364	7	2
351403	1066	3	1
116702	344	2	2
136313	482	13	2
379910	467	10	2
522308	308	8	1
315015	506	15	2
112002	174	2	2
328515	647	15	2
335203	749	3	2
332615	721	15	1
247315	645	15	1
107302	610	2	2
317815	554	15	1
222709	880	9	2
285115	481	15	2
553708	526	8	2
198018	501	18	2
333715	710	15	1
322503	797	3	1
381410	813	10	1
59002	664	2	1
37102	664	2	1
901807	579	7	1
350503	765	3	1
131013	664	13	2
124102	365	2	2
124517	423	17	2
316415	425	15	2
724816	507	16	2
557708	550	8	1
79602	680	2	2
361203	822	3	1
614805	505	5	2
247715	497	15	1
116102	980	2	1
292315	773	15	1
329703	665	3	2
249315	629	15	1
531908	400	8	2
274615	693	15	1
317003	628	3	2
861006	665	6	1
529708	187	8	2
54302	549	2	2
40202	577	2	2
115102	781	2	1
353503	793	3	2
314415	430	15	1
58202	742	2	1
911707	692	7	1
358003	757	3	1
315815	500	15	1
147214	667	14	1
246115	419	15	2
864306	772	6	2
554608	444	8	2
351003	685	3	2
273315	651	15	2
377510	623	10	2
87402	481	2	2
534208	349	8	1
844106	999	6	1
296315	534	15	2
319303	729	3	1
253215	707	15	1
555108	301	8	2
865306	1055	6	1
126002	559	2	2
229709	825	9	1
355703	629	3	2
275715	750	15	1
357303	703	3	1
103202	548	2	1
305115	676	15	1
909007	980	7	1
300215	266	15	2
610505	638	5	1
330815	299	15	2
306615	560	15	2
74602	805	2	1
236715	477	15	1
864506	903	6	1
316815	679	15	1
345403	775	3	2
356503	765	3	2
531208	180	8	2
257615	791	15	2
326103	97	3	1
55202	867	2	1
281115	732	15	1
228709	592	9	1
353903	598	3	1
83002	820	2	1
234015	282	15	2
103502	702	2	1
107502	1055	2	1
641111	649	11	1
555508	676	8	1
273715	637	15	2
314715	595	15	2
910207	674	7	2
325215	291	15	2
110802	724	2	2
160714	511	14	2
357703	1002	3	1
47002	524	2	2
382510	888	10	1
102302	423	2	1
300818	630	18	2
903707	530	7	1
562408	275	8	1
75302	337	2	2
632305	405	5	2
327715	720	15	2
215809	671	9	1
327904	625	4	1
65502	645	2	1
629211	487	11	1
56202	1037	2	1
553108	150	8	2
139202	456	2	2
136713	405	13	2
317115	496	15	1
907007	639	7	1
427410	567	10	1
308315	663	15	1
309515	795	15	1
193218	485	18	2
153014	630	14	2
633011	530	11	2
138402	188	2	2
